i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude
Near collision with moving object or vehicle,"Vehicle, side",2015-05-25T08:45:00,nearmiss,I was making a two phase left turn off Cook onto Rockland and truck on Rockland tried to pass while I waited at the intersection at the red light.,,No injury,Commute,,,,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,N,Turning left,,,,1048,-123.3543479,48.42209803
Near collision with moving object or vehicle,"Vehicle, side",2015-06-03T12:10:00,nearmiss,,,No injury,Exercise or recreation,,,,,,,,,,,,,,,1069,-123.3363819,48.41228996
Near collision with stationary object or vehicle,"Vehicle, open door",2015-06-10T10:30:00,nearmiss,Car parked on side of street opened door in front of me. I swerved to just miss it while riding at about 25 km/hr.,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,S,Heading straight,1970,,M,1117,-123.3293223,48.49118401
Near collision with stationary object or vehicle,Animal,2015-07-05T18:15:00,nearmiss,untrained dogs off leash jumped out of the tall grass right in front of me. Hit brakes hard and flew over handle bars. Could have killed the dogs had I run them over. The dogs were suppose to be on leash in that section of the park,,"Injury, no treatment",Exercise or recreation,Y,Y,N,"Loose sand, gravel, or dirt",View obstructed,N,Mixed use trail,NL,Downhill,E,Heading straight,1991,3,M,1273,-123.3858633,48.43771069
Near collision with moving object or vehicle,"Vehicle, head on",2015-08-13T19:00:00,nearmiss,"riding through intersection on sidewalk, driver turning right onto Borden nearly hit me",,No injury,Personal business,,,,Dry,No obstructions,N,Sidewalk,NL,Flat,W,Heading straight,,,,1509,-123.3612031,48.47040679
Near collision with moving object or vehicle,"Vehicle, side",2015-08-26T18:00:00,nearmiss,"Speeding pick up truck attempted to pass while car was approaching in opposite direction. Truck sped up to try and make it, then merged abruptly into my lane, nearly hitting me.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,E,Heading straight,1975,7,M,1550,-123.3525181,48.41946074
Near collision with moving object or vehicle,Pedestrian,2015-09-10T16:40:00,nearmiss,"I slowed to await a safe time to pass a slower cyclist.  There was a family walking along the trestle towards us with 2 toddlers.  Meanwhile, a Lycra-clad speeding cyclist weaved past me and the slower cyclist narrowly missing a toddler and terrifying the parents.  ",,No injury,Commute,,,,,,,,,,,,,,,1648,-123.3831114,48.43821961
Near collision with moving object or vehicle,"Vehicle, side",2015-11-24T08:20:00,nearmiss,Driver failed to stop at stop sign/road crossing,,No injury,Commute,,,,Dry,No obstructions,N,Mixed use trail,FB,Flat,S,Heading straight,,,,2008,-123.3757031,48.45083079
Near collision with moving object or vehicle,Another cyclist,2015-11-19T08:15:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,2009,-123.3849514,48.43818758
Near collision with moving object or vehicle,"Vehicle, side",2015-11-23T07:40:00,nearmiss,Car didn't stop at stop sign.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Cycle track,FB,Flat,S,Heading straight,1965,10,M,2011,-123.3750111,48.44792381
Near collision with moving object or vehicle,"Vehicle, head on",2015-11-24T16:30:00,nearmiss,I was riding along Ring Road and a car pulled out of the exit. I assumed it was going to stop but it did not. I went to the right lane. The driver apologised; but an apology would do no good if I had gotten hit!,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1994,2,M,2012,-123.3080041,48.46321118
Near collision with moving object or vehicle,"Vehicle, side",2015-11-25T08:10:00,nearmiss,Driver was turning right onto Foul Bay from Kings. Not sure he stopped at the stop sign but obviously didn't see me in the bike lane and would have hit me had I not noticed his vehicle approaching out of the corner of my eye and swerved out of the bike lane (fortunately no traffic was coming). ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,N,Heading straight,1978,4,F,2017,-123.3221126,48.43772136
Near collision with moving object or vehicle,"Vehicle, side",2015-11-09T14:40:00,nearmiss,Car tried to turn right on to McKenzie and cut me off. Had to ram on the brakes to avoid hitting the car,,No injury,Commute,,,,Dry,,N,Busy street bike lane,FB,Flat,,Heading straight,,,,2023,-123.3287215,48.46862843
Near collision with moving object or vehicle,"Vehicle, side",2015-11-25T23:15:00,nearmiss,"Not the first try I've almost been hit here, people come out of the parking lot without stopping where the view is obstructed by a wall. If you're biking at night try to look for headlights to tell you if a car is coming.",,No injury,Commute,Y,Y,N,Dry,View obstructed,N,"Quiet street, no bike facilities",FB,Downhill,W,Heading straight,1995,11,M,2029,-123.3298105,48.45058173
Near collision with stationary object or vehicle,"Vehicle, open door",2015-11-27T09:25:00,nearmiss,,,No injury,Commute,Y,Y,N,Wet,No obstructions,Y,"Busy street, no bike facilities",NL,Downhill,W,Heading straight,1990,6,M,2034,-123.3607471,48.42594704
Near collision with moving object or vehicle,"Vehicle, side",2015-11-27T14:10:00,nearmiss,"I was cycling approximately 3 feet away from the parked cars on the right side of the road when a large pickup truck with extendable mirrors passed me without even attempting to move over. The mirrors on the truck struck my left arm, causing me to almost swerve into the cars on my right.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",B,Flat,N,Heading straight,1981,3,M,2035,-123.3559942,48.42931446
Near collision with moving object or vehicle,"Vehicle, angle",2015-11-27T20:00:00,nearmiss,Distracted Chinese lady driver turning right onto the bike Lane without signaling nor checking her mirrors.,,No injury,Commute,,,,,,,,,,,,,,,2042,-123.3295082,48.42982383
Near collision with moving object or vehicle,"Vehicle, angle",2015-12-07T11:55:00,nearmiss,"Vehicle turned right into the angled parking just ahead of me, forcing me to brake.",,No injury,Personal business,Y,Y,N,Wet,No obstructions,Y,Busy street bike lane,FB,Flat,N,Heading straight,1982,8,M,2056,-123.3217907,48.44154352
Near collision with moving object or vehicle,"Vehicle, side",2015-12-07T12:00:00,nearmiss,"Headed north, bus came alongside me and started to turn into the bus stop, forcing me to veer right. When I am up alongside the driver's window to speak to him, he drove off, nearly hitting me again",,No injury,Personal business,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Flat,N,Heading straight,1982,8,M,2057,-123.3217961,48.44225287
Near collision with moving object or vehicle,"Vehicle, side",2015-12-09T08:30:00,nearmiss,"Riding in the right  northbound lane of Shelbourne, approaching a car stopped in the left northbound lane waiting to turn left onto Myrtle. Another car changed lanes quickly to go around stopped car but didn't shouldercheck so didn't see me. Had to brake and swerve to avoid being run off the road.",,No injury,Commute,Y,Y,N,Wet,No obstructions,Y,"Busy street, no bike facilities",B,Flat,N,Heading straight,1978,4,F,2066,-123.3332491,48.44355057
Near collision with moving object or vehicle,"Vehicle, side",2015-11-04T09:10:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,2080,-123.3521855,48.43641522
Near collision with moving object or vehicle,"Vehicle, side",2015-09-08T08:45:00,nearmiss,"I'm not absolutely sure of the day. For the most part I feel safe along this route. However, on a few occasions I have been nearly hit by cars that come flying down the hills southbound on Roseberry or Avebury.",,No injury,Commute,,,,,,,,,,,,,,,2083,-123.3435702,48.43631912
Near collision with stationary object or vehicle,"Vehicle, side",2015-12-03T17:00:00,nearmiss,The most dangerous stretch of my commute home from UVIC to Vic West is passing by the Camosun parking lot. On at least three occasions I have been nearly hit by cars pulling out of the parking lot and not looking for bikes. ,,No injury,Commute,,,,,,,,,,,,,,,2084,-123.3204228,48.44808037
Near collision with moving object or vehicle,"Vehicle, side",2015-12-21T09:05:00,nearmiss,"I was in B position and signalling a left turn. An oncoming car and a pedestrian crossing Humboldt had priority, so I waited for them, then turned. A car behind me was trying to pass me in the oncoming lane , and we nearly collided. It's too wide there to take the lane effectively. ",,No injury,Commute,Y,Y,N,Wet,No obstructions,Y,"Quiet street, no bike facilities",NL,Uphill,W,Turning left,1980,10,F,2086,-123.3587837,48.41721063
Near collision with moving object or vehicle,"Vehicle, angle",2015-12-22T18:10:00,nearmiss,Car traveling from off ramp from HWY 17 turning right (West) onto McKenzie did not yield right of way to cyclist in the bike lane who was traveling west. Driver cut off cyclist. Collision was avoided only due to hard use of brakes and swerving. This sort of situation occurs at this location often.  ,,No injury,Commute,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Flat,W,Heading straight,1967,2,M,2095,-123.3827895,48.46776413
Near collision with moving object or vehicle,"Vehicle, head on",2016-01-11T19:45:00,nearmiss,"I was turning left into Teakwood while on Larchwood. I did a left hand signal because I saw a car coming to the intersection. I started turning left and as I was about to enter Teakwood, the car decided to start moving and nearly hit me. I swerved around just in case the car didn't stop. ",,No injury,Commute,Y,Y,N,Wet,No obstructions,Y,"Quiet street, no bike facilities",FB,Flat,N,Turning left,1994,2,M,2147,-123.3245909,48.46952829
Near collision with moving object or vehicle,"Vehicle, head on",2015-12-01T19:25:00,nearmiss,A truck was turning left onto Kings off Fifth Street where there is a barrier attempting to prevent cars from turning left making an illegal left turn. Cars still routinely turn left at this location despite the barrier. It is a dangerous spot for cyclists coming down the hill on Kings St.,,No injury,Commute,Y,Y,N,,No obstructions,Y,"Quiet street, no bike facilities",FB,Flat,W,Turning right,1974,12,M,2154,-123.3572924,48.43770001
Near collision with moving object or vehicle,"Vehicle, side",2016-01-24T13:45:00,nearmiss,Passed within 1 foot while travelling east on Bay Street. Slight downhill grade and on a narrow section of busy road with no bicycle lane,,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Downhill,E,Heading straight,1984,2,F,2201,-123.3570403,48.43523005
Near collision with moving object or vehicle,"Vehicle, rear end",2016-01-13T16:00:00,nearmiss,"With parked cars on my right a large pickup truck, with on coming traffic, passed me from behind leaving me with inches of riding space. ",,No injury,Personal business,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",FB,Flat,S,Heading straight,1947,7,M,2202,-123.3703279,48.42689393
Near collision with moving object or vehicle,"Vehicle, side",2016-01-13T11:15:00,nearmiss,"Was turning out of UVic parking lot and heading up Sinclar Hill Towards McKenzie when someone coming up the hill passed very close to me, I ended up bailing into the grass.",,No injury,Personal business,Y,Y,N,,,,,,,,,1995,2,M,2205,-123.3058369,48.46569401
Near collision with moving object or vehicle,"Vehicle, angle",2016-02-04T16:15:00,nearmiss,"I was second of three bikes riding single file, all lighted front and rear. As lead entered intersection, an  overtaking car turned right immediately in front of lead. While avoiding collision, the rider slipped and fell.",,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Flat,S,Heading straight,1946,4,M,2226,-123.4166068,48.61748088
Near collision with moving object or vehicle,"Vehicle, rear end",2016-02-18T09:00:00,nearmiss,"Similar to another incident, I was also heading south on Cook street just south of Bay street where the two lanes merge into one.  A blue van in the right lane behind me accelerated very quickly and close to me (inches!) in order to merge by beating the traffic in the left lane .",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1977,7,F,2254,-123.352282,48.43490617
Near collision with moving object or vehicle,"Vehicle, side",2014-11-12T08:15:00,nearmiss,,,No injury,Commute,Y,Y,N,Wet,Obstruction on road,N,"Busy street, no bike facilities",NL,Uphill,N,Heading straight,1995,5,F,2255,-123.3262467,48.4461933
Near collision with moving object or vehicle,Another cyclist,2016-02-20T13:30:00,nearmiss,"I was in the crosswalk, a car stopped to let me cross, but a pelaton of several (12?) bikes was behind the car, going so fast, they could not stop, they swerved around the car, plowed thru the crosswalk, where I was walking my bike.  ",,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,N,Turning left,1950,12,F,2265,-123.4156895,48.51060584
Near collision with moving object or vehicle,"Vehicle, side",2016-02-25T07:45:00,nearmiss,Motorcycle passed cyclist too close through intersection though cyclist was clearly in traffic.  The pass was so close it seemed like attempt to side swipe cyclist.  then yelled at cyclist to get off the road.,,No injury,Commute,Y,Y,N,,,,,,,,,1973,6,M,2290,-123.3701295,48.42787283
Near collision with moving object or vehicle,"Vehicle, angle",2016-02-26T17:00:00,nearmiss,"Right hook. Person on bicycle traveling in bike lane. Car right turned from McKenzie onto Gordon Head, cutting off the person on a bicycle. Person on bicycle could see driver in the right hand side mirror, so know that if the driver had used that mirror they would have seen cyclist.",,No injury,Commute,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Flat,W,,1967,2,M,2296,-123.3193874,48.46864977
Near collision with moving object or vehicle,"Vehicle, angle",2016-03-19T13:45:00,nearmiss,"Driver changed lanes from left to right lane, nearly striking me heading through in the right lane. He waved at me.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1982,8,M,2365,-123.3589715,48.42738872
Near collision with moving object or vehicle,"Vehicle, angle",2016-03-18T16:15:00,nearmiss,"I was only an observer. A bike flew by me on the sidewalk trying to make the light, and a car had to stomp on the brakes, nearly hitting him. The car was turning right (South to West), and nearly pulled out in front of him. The biker was a young adult male, and was wearing a helmet. ",,No injury,,,,,Dry,No obstructions,N,Sidewalk,NL,Flat,S,Heading straight,,,,2366,-123.3333135,48.44817644
Near collision with moving object or vehicle,"Vehicle, angle",2016-03-18T18:00:00,nearmiss,Traffic was stopped waiting for light. Car decided to to turn right from westbound outside lane on McKenzie across bike lane into PetroCan gas station.  I was cut off while traveling in the bike lane.,,No injury,Commute,Y,N,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1967,2,M,2369,-123.3325893,48.46868534
Near collision with moving object or vehicle,"Vehicle, angle",2016-03-18T15:45:00,nearmiss,I was travelling fast in a marked bike lane.  A taxi passed me and immediately pulled over into the bike lane right in front of me without signalling and I nearly collided with its side.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,S,Heading straight,1992,2,F,2371,-123.3158877,48.45182681
Near collision with moving object or vehicle,"Vehicle, angle",2016-03-18T12:15:00,nearmiss,Large truck was turning left onto Lee avenue. I was turning right onto leighton.,,No injury,Commute,Y,Y,N,Dry,View obstructed,N,"Busy street, no bike facilities",FB,Flat,S,Turning right,1975,11,F,2394,-123.3255619,48.42840143
Near collision with moving object or vehicle,Another cyclist,2016-03-31T08:05:00,nearmiss,"Other cyclist to shortcut around island, at fast speed, put them on right side of crosswalk heading straight for me. I ended up passing them on on left side.",,No injury,Commute,Y,Y,N,Dry,View obstructed,N,Busy street bike lane,B,Flat,W,Heading straight,1964,4,M,2413,-123.3903031,48.45824919
Near collision with moving object or vehicle,"Vehicle, side",2016-03-31T14:55:00,nearmiss,Travelling westbound on Mckenzie and had just passed through the Mckenzie and Shelbourne intersection when a vehicle passed me and turned right in front of me into the esso gas station,,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1988,8,M,2422,-123.3330935,48.46868178
Near collision with moving object or vehicle,"Vehicle, side",2016-03-30T11:30:00,nearmiss,Vehicle attempted to pass a group of cyclists southbound on West Saanich Road just after the bike lane ends prior to the reservation while a car was in the northbound lane.  Just missed hitting me by a few cm while sounding its horn.,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",NL,Flat,S,Heading straight,1960,3,M,2423,-123.4564376,48.66613782
Near collision with moving object or vehicle,"Vehicle, side",2016-03-08T16:30:00,nearmiss,Truck was turning right onto Helmcken RD. Traffic was bumper to bumper and not moving and the driver was creeping into traffic without looking to his left. He hit the gas with no warning and nearly hit me. Then proceeded to flip the bird and yell at me through the his passengers window.  ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Downhill,SW,Heading straight,1988,8,M,2430,-123.4271264,48.46719148
Near collision with moving object or vehicle,"Vehicle, side",2016-04-05T22:05:00,nearmiss,Heading straight on Fort St. Car turning off Vancouver starts rolling to turn right onto Fort. I start slowing as I see he hasn't stopped and isn't looking at me. I finally yell at him right as I get to his bumper and he stops.,None,No injury,Social reason,Y,Y,N,Dry,No obstructions,Y,Busy street bike lane,FB,Flat,E,Heading straight,1982,8,F,2440,-123.3568525,48.42360466
Near collision with moving object or vehicle,"Vehicle, side",2016-01-16T13:10:00,nearmiss,Passing vehicle left no room on my left and I swerved right to avoid being knocked off.,More careful,No injury,Personal business,,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,W,Heading straight,,,,2453,-123.337369,48.41224723
Near collision with moving object or vehicle,"Vehicle, side",2016-04-11T08:35:00,nearmiss,,More careful,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Busy street, no bike facilities",FB,Flat,I don't know,Turning left,1992,1,M,2467,-123.3645666,48.42944972
Near collision with moving object or vehicle,Another cyclist,2016-04-14T16:10:00,nearmiss,"Cyclist passed me with no warning on a narrow, extremely busy bike lane and almost sent me in to the Yield sign. Cyclist then darted out in to the car lane, causing a driver to honk. Cyclist waved at the car then took off. Cyclist had all the ""gear"" and was obviously not a new rider, just dangerous",None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,I don't know,Heading straight,1964,5,F,2475,-123.370264,48.4283605
Near collision with moving object or vehicle,"Vehicle, side",2016-04-16T14:00:00,nearmiss,,,No injury,Exercise or recreation,,,,,,,,,,,,,,,2479,-123.3677316,48.41258728
Near collision with moving object or vehicle,"Vehicle, side",2016-04-16T13:40:00,nearmiss,,,No injury,Exercise or recreation,,,,Dry,No obstructions,N,Mixed use trail,NL,Flat,,,,,,2480,-123.3766794,48.45256352
Near collision with moving object or vehicle,"Vehicle, angle",2016-04-22T17:55:00,nearmiss,"I was travelling east on Begbie, turning left onto Shakespeare. A pickup truck travelling south on Shakespeare did not stop at the stop sign and started to turn left onto Begbie. I braked hard, causing a skid. The vehicle stopped in the intersection and I completed my turn around it.",None,No injury,Commute,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Flat,NE,Turning left,1979,5,M,2508,-123.3357811,48.42949956
Near collision with moving object or vehicle,"Vehicle, angle",2016-04-19T15:35:00,nearmiss,BMW passed from my left side across two lanes to turn right onto westbound Lansdowne Rd without signalling.,None,No injury,,,,,,,,Busy street bike lane,,,S,,,,,2524,-123.3218497,48.44610552
Near collision with moving object or vehicle,"Vehicle, side",2016-04-06T08:30:00,nearmiss,"riding N on Government  when a car at Simcoe ran a stop sign and turned left onto Government, apparently without seeing me in the intersection.  I stopped in the road to avoid the collision.  A pedestrian noted the incident and remarked it was a good thing I (me) was paying attention.",None,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,N,Heading straight,1965,3,F,2526,-123.3705425,48.4136359
Near collision with moving object or vehicle,"Vehicle, head on",2016-05-03T08:10:00,nearmiss,,More careful,No injury,Commute,,,,,,,,,,,,,,,2614,-123.3600873,48.47054194
Near collision with moving object or vehicle,"Vehicle, side",2016-04-21T16:30:00,nearmiss,"vehicle turning south onto Foul Bay off side-street pulled out and turned right, immediately in front of me, as I was speeding down the hill. Had to veer severely into vehicle lane to avoid being hit. ",More careful,No injury,Commute,,,,,,,,,,,,,,,2615,-123.3218068,48.44448289
Near collision with moving object or vehicle,"Vehicle, angle",2016-04-13T16:00:00,nearmiss,A driver was making a left across traffic into the Corona corner store parking lot. They rushed the crossing (busy traffic on that stretch of Sooke Road) and nearly took me out. There is a turning lane so cars stop and have to quickly accelerate. It is close to another turning lane and is confusing.,More careful,No injury,Exercise or recreation,,,,Dry,View obstructed,N,Busy street bike lane,NL,Flat,E,Heading straight,,,,2647,-123.4886563,48.43585645
Near collision with moving object or vehicle,"Vehicle, side",2016-04-12T16:05:00,nearmiss,,More careful,No injury,Commute,,,,,,,,,,,,,,,2666,-123.354857,48.42079936
Near collision with moving object or vehicle,"Vehicle, side",2015-12-15T08:20:00,nearmiss,Almost hit (millimetres away) by handy dart but in school/cross walk zone as he passed me while going very fast,,No injury,Commute,,,,,,,,,,,,,,,2695,-123.3588696,48.46676821
Near collision with moving object or vehicle,"Vehicle, head on",2016-05-17T08:40:00,nearmiss,This intersection is pedestrian controlled. I hit the button and waited for the crosswalk signal to signal me to cross. I started to cross the crosswalk and a car ran the red light through the crosswalk when I was halfway through. ,None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1993,7,M,2712,-123.3274072,48.47605798
Near collision with moving object or vehicle,"Vehicle, side",2016-04-14T13:45:00,nearmiss,"Heading straight through Haultain on a green light, a car was driving along Shelbourne and ran the red light. I stopped in time to avoid going in their path.",None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,E,Heading straight,1988,4,F,2719,-123.3335763,48.43604508
Near collision with stationary object or vehicle,Curb,2016-02-09T11:55:00,nearmiss,"Road rage incident resulting with motorcyclist pushing me  on upper arm 4 feet over into the bike lane and less than 1 foot from the curb all at high speed because he thought I should be in the bike lane and not riding right next to it.  An officer was lied to that I swerved into him.   ",More careful,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,Busy street bike lane,FB,Downhill,N,Heading straight,1969,10,M,2733,-123.3865553,48.4915573
Near collision with moving object or vehicle,"Vehicle, side",2016-05-25T16:30:00,nearmiss,Driver failed to yield in roundabout (as usual.),None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,E,Turning left,1975,7,M,2773,-123.307516,48.4668927
Near collision with moving object or vehicle,"Vehicle, angle",2016-04-20T08:15:00,nearmiss,"S. on Wharf intending to go straight through intersection at Belleville.  Nearing the intersection in the centre right of the straight thru lane, a SUV overtook me, then turned right, in front of me, to get into the right turn 'y' lane, turning R. on Belleville; wheels touched but I did not go down.",None,No injury,During work,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1965,3,F,2783,-123.3689439,48.42079936
Near collision with moving object or vehicle,"Vehicle, head on",2012-03-22T15:40:00,nearmiss,"Stopped in time after being cut off by a turning vehicle. My partner, riding behind me, then collided into my bike. I ended up over my handle bars in front of my bike. Basically, I stopped her from colliding with the car.",,"Injury, no treatment",Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Downhill,NE,Heading straight,1988,3,M,2794,-123.3350676,48.4273549
Near collision with moving object or vehicle,"Vehicle, angle",2016-03-17T16:10:00,nearmiss,"After riding down the hill, I was about to enter the cross walk to cross the old island highway when a pick up truck heading the same direction as me started to make an illegal right turn onto the on ramp for the Trans Canada.  We both had to hit the brakes to avoid a collision.",More careful,No injury,,,,,,,,,,,,,,,,2800,-123.4540558,48.46066256
Near collision with moving object or vehicle,"Vehicle, side",2016-03-29T16:20:00,nearmiss,"When bikes move from the shoulder of Admirals to the turn lane in order to turn left down Hallowell Rd during high traffic congestion, vehicles have pulled out from traffic and sped into the on coming lane to reach the left turn lane as well.  Its very unexpected and happens very fast.",More careful,No injury,,,,,,,,,,,,,,,,2802,-123.4273615,48.44521799
Near collision with moving object or vehicle,"Vehicle, side",2016-05-20T14:00:00,nearmiss,Was crossing the street in the bike path when are car turned fast off of Colville and slammed on the breaks when they noticed me crossing.,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,Quiet street bike lane,NL,Flat,W,Heading straight,1988,3,M,2810,-123.4137154,48.43752562
Near collision with moving object or vehicle,"Vehicle, side",2016-04-11T07:10:00,nearmiss,"Vehicles were backed from the stop light.  In front of the gas station the road is marked with white lines so vehicles keep the entry clear. As I road past the gas station a vehicle crossed the bike lane directly in front of me, I was able to slam my brakes on with my bike going sideways, didn't hit",More careful,No injury,Commute,,,,,No obstructions,N,Busy street bike lane,FB,Downhill,E,Heading straight,,,,2813,-123.468883,48.44540097
Near collision with moving object or vehicle,"Vehicle, rear end",2016-04-21T07:40:00,nearmiss,"I hugged the right side of the road and could hear a big truck coming up from behind me.  The road narrows and the truck sped by me literally inches away, didn't give me enough space at all especially if I were to accidentally make a sudden movement. ",More careful,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,Busy street bike lane,FB,Uphill,SE,Heading straight,1986,1,F,2814,-123.4274912,48.44135847
Near collision with moving object or vehicle,"Vehicle, rear end",2016-03-23T07:30:00,nearmiss,"A cyclist failed to signal that he was turning onto the trail from the road.  As I was checking my blindspot behind me (I was able to pass him), I then looked forward and had to slam my brakes on as he immediately slowed to turn right onto the trail.  He did not signal that he was slowing down.",None,No injury,Commute,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Downhill,E,Heading straight,1986,1,F,2815,-123.4319115,48.45277343
Near collision with moving object or vehicle,"Vehicle, side",2016-05-30T08:45:00,nearmiss,"Entering a 4 way stop, a van coming from my left didn't make a complete stop and continued through causing, me to swerve out of the way to avoid being hit. ",More careful,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1985,6,F,2816,-123.359642,48.41655552
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-01T15:25:00,nearmiss,"Pickup truck driver turning right did not shoulder check or check mirrors for bike lane traffic, and crossing the bike lane turned into me. He did see and diverted but after I'd already had to swerve severely to avoid impact. ",More careful,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1975,9,M,2833,-123.3325624,48.46874581
Near collision with moving object or vehicle,"Vehicle, side",2016-06-01T16:40:00,nearmiss,"Oncoming car turned left through traffic, crossing bike lane to enter parking lot. Did not check for cyclists, turned directly in front of me. I yelled, older male driver did not even turn his head. When confronted, smiled, said he did not see me and walked off.",None,No injury,Commute,Y,Y,N,Dry,View obstructed,N,Busy street bike lane,NL,Downhill,W,Heading straight,1991,,F,2837,-123.331039,48.46070689
Near collision with moving object or vehicle,Pedestrian,2016-05-31T15:45:00,nearmiss,A pedestrian wearing earbuds darted out through northbound traffic that was stopped after the intersection.  I was in the center of the right turn lane and he nearly ran into me.,None,No injury,Commute,,,,,,,,,,S,Heading straight,,,,2838,-123.322413,48.43331521
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-01T16:00:00,nearmiss,I was riding in the bike lane at around 15km/h and a black jeep started to turn right off of Blanshard through the dedicated bike lane and narrowly missed me I. I had to quickly jump onto the sidewalk and swerve around in front of the jeep to avoid being hit. Braking wasn't an option. ,More careful,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,N,Heading straight,1978,,M,2840,-123.369813,48.45149969
Near collision with moving object or vehicle,"Vehicle, side",2016-06-01T16:25:00,nearmiss,A commercial truck did not stop at the stop sign on Kelvin Road and crossed the Galloping Goose trail at about 40 km per hour at biking 'rush hour'. I braked hard to avoid entering the roadway. Periodic police enforcement at these stops would be helpful.,None,No injury,Commute,,,,,,,,,,,,,,,2845,-123.3749401,48.44905805
Near collision with moving object or vehicle,"Vehicle, side",2016-06-02T11:10:00,nearmiss,Car turning left off Cook onto View eastbound started turning as I was travelling through right lane. Forced to swerve to avoid.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1982,8,M,2848,-123.3537948,48.42419086
Near collision with moving object or vehicle,"Vehicle, head on",2015-12-15T07:00:00,nearmiss,,More careful,No injury,Commute,,,,,,,,,,,,,,M,2855,-123.313787,48.47398109
Near collision with moving object or vehicle,"Vehicle, side",2016-06-02T19:00:00,nearmiss,"Our group rode through a road/bike path intersection, car approached the intersection at high rate of speed, after our group was already in the intersection, and the car nearly took out half the group.Cars should most definitely have a stop-sign at that location.",Too soon,No injury,Exercise or recreation,Y,Y,N,Dry,View obstructed,N,Mixed use trail,NL,Flat,E,Heading straight,1968,7,M,2869,-123.3807081,48.45612484
